Id,R_2025_26,RM_2025_26,Nome,Squadra_2025_26,Qt.A_2025_26,Qt.I_2025_26,Diff._2025_26,Qt.A M_2025_26,Qt.I M_2025_26,Diff.M_2025_26,FVM_2025_26,FVM M_2025_26,Rm_2025_26,Pv_2025_26,Mv_2025_26,Fm_2025_26,Gf_2025_26,Gs_2025_26,Rp_2025_26,Rc_2025_26,R+_2025_26,R-_2025_26,Ass_2025_26,Amm_2025_26,Esp_2025_26,Au_2025_26,R_2022_23,RM_2022_23,Squadra_2022_23,Qt.A_2022_23,Qt.I_2022_23,Diff._2022_23,Qt.A M_2022_23,Qt.I M_2022_23,Diff.M_2022_23,FVM_2022_23,FVM M_2022_23,Rm_2022_23,Pv_2022_23,Mv_2022_23,Fm_2022_23,Gf_2022_23,Gs_2022_23,Rp_2022_23,Rc_2022_23,R+_2022_23,R-_2022_23,Ass_2022_23,Amm_2022_23,Esp_2022_23,Au_2022_23,R_2023_24,RM_2023_24,Squadra_2023_24,Qt.A_2023_24,Qt.I_2023_24,Diff._2023_24,Qt.A M_2023_24,Qt.I M_2023_24,Diff.M_2023_24,FVM_2023_24,FVM M_2023_24,Rm_2023_24,Pv_2023_24,Mv_2023_24,Fm_2023_24,Gf_2023_24,Gs_2023_24,Rp_2023_24,Rc_2023_24,R+_2023_24,R-_2023_24,Ass_2023_24,Amm_2023_24,Esp_2023_24,Au_2023_24,R_2024_25,RM_2024_25,Squadra_2024_25,Qt.A_2024_25,Qt.I_2024_25,Diff._2024_25,Qt.A M_2024_25,Qt.I M_2024_25,Diff.M_2024_25,FVM_2024_25,FVM M_2024_25,Rm_2024_25,Pv_2024_25,Mv_2024_25,Fm_2024_25,Gf_2024_25,Gs_2024_25,Rp_2024_25,Rc_2024_25,R+_2024_25,R-_2024_25,Ass_2024_25,Amm_2024_25,Esp_2024_25,Au_2024_25,Fattore_Fantahack,Media_Fantamedia_Ponderata,Media_Partite_Giocate_Ponderata,Top_Player,Unicorno,Probabilità_Top_Player,Top_Player_AI,Fattore_Fantahack_AI,Unicorno_AI,Squadra_AI
6243,A,Pc,Argan,Cagliari,134,283,243,4,4,0,231,8,666,654,245,0,189,566,0,0,0,0,63,322,268,187,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
6244,N.D.,N.D.,Bottigliero,N.D.,366,35,660,666,666,666,521,666,666,248,322,666,19,506,666,666,666,666,274,591,251,174,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dc,Genoa,2,1,1,2,1,1,2,2,666,3,5.5,4.83,0,0,0,0,0,0,0,0,0,1,D,Dc,Genoa,2,1,1,2,1,1,6,6,666,12,5.62,5.54,0,0,0,0,0,0,0,2,0,0,0.0,3.1819999999999995,5.399999999999999,0,0,0.01,0,0.0,0,N.D.
6245,D,Dd;Dc,Callegari,Genoa,317,395,384,4,4,0,379,6,666,307,491,0,31,73,0,0,0,0,451,119,300,141,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dd;Dc,Genoa,6,5,1,6,6,0,4,4,666,15,6.03,5.97,0,0,0,0,0,0,1,4,0,0,D,Dd;Dc,Parma,4,2,2,4,2,2,13,15,666,20,5.7,5.78,2,0,0,0,0,0,0,5,0,1,0.2721994061041252,3.506,10.999999999999998,0,0,0.01,0,0.0027219940610412,0,N.D.
6246,C,M;C,Pastine,Sassuolo,596,576,444,4,4,0,483,8,666,270,128,0,205,408,0,0,0,0,395,665,655,411,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,M;C,Sassuolo,3,1,2,3,1,2,5,5,666,7,6.0,6.0,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0307008944030113,1.1999999999999995,1.4,0,0,0.0,0,0.0,0,N.D.
6248,N.D.,N.D.,Agnesi,N.D.,480,183,128,666,666,666,422,666,666,459,197,666,500,406,666,666,666,666,117,539,359,177,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,P,Por,Venezia,8,1,7,8,1,7,1,1,666,15,6.6,5.23,0,23,1,0,0,0,0,1,0,0,0.0,2.092,5.999999999999999,0,0,0.0,0,0.0,0,N.D.
6250,N.D.,N.D.,Roth,N.D.,231,112,328,666,666,666,10,666,666,91,262,666,647,502,666,666,666,666,487,130,389,456,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,Pc,Venezia,3,1,2,3,1,2,9,9,666,8,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0.0,2.2999999999999994,3.1999999999999997,0,0,0.0,0,0.0,0,N.D.
6252,C,C;T,Argento,Cagliari,261,171,10,9,9,0,37,27,666,348,415,0,590,137,0,0,0,0,207,350,476,229,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,C;T,Verona,12,2,10,12,2,10,41,41,666,33,6.0,6.41,5,0,0,0,0,0,1,5,0,0,C,C;T,Fiorentina,4,7,-3,4,7,-3,14,14,666,13,5.96,5.77,0,0,0,0,0,0,0,5,0,0,0.1847262619641188,3.5899999999999994,11.799999999999995,0,0,0.02,0,0.0036945252392823,0,N.D.
6254,N.D.,N.D.,Gigli,N.D.,348,16,572,666,666,666,370,666,666,11,53,666,426,224,666,666,666,666,584,268,203,512,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,M;C,Verona,1,1,0,1,1,0,1,1,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
6255,N.D.,N.D.,Pace,N.D.,96,550,285,666,666,666,627,666,666,126,286,666,188,81,666,666,666,666,104,129,567,248,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,P,Por,Monza,1,1,0,1,1,0,1,1,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
6256,N.D.,N.D.,Bernardini,N.D.,467,222,327,666,666,666,663,666,666,535,237,666,102,234,666,666,666,666,418,401,71,442,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dd;E,Udinese,4,1,3,4,1,3,12,12,666,30,5.67,5.55,0,0,0,0,0,0,1,9,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.1099999999999997,5.999999999999999,0,0,0.0,0,0.0,0,N.D.
6257,N.D.,N.D.,Gori,N.D.,528,267,514,666,666,666,59,666,666,341,126,666,381,635,666,666,666,666,292,626,240,490,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Ds;E,Lecce,7,1,6,7,1,6,26,26,666,29,5.9,6.0,2,0,0,0,0,0,0,6,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.1999999999999995,5.799999999999999,0,0,0.0,0,0.0,0,N.D.
6271,C,M;C,Gaiatto,Roma,72,249,653,9,9,0,646,31,666,411,164,0,228,359,0,0,0,0,389,148,517,476,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
6284,N.D.,N.D.,Amaldi,N.D.,392,357,34,666,666,666,508,666,666,346,639,666,2,594,666,666,666,666,459,199,137,189,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dc,Verona,1,2,-1,1,2,-1,3,3,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
6294,C,M;C,Bondumier,Fiorentina,72,367,381,2,2,0,149,5,666,563,358,0,525,536,0,0,0,0,601,249,518,115,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,M;C,Fiorentina,3,4,-1,3,5,-2,12,17,666,7,5.71,5.64,0,0,0,0,0,0,0,1,0,0,0.0845548750420054,2.256,2.8,0,0,0.0,0,0.0,0,N.D.
6365,A,Pc,Speri,Roma,473,662,390,19,19,0,576,137,666,622,228,0,24,198,0,0,0,0,375,641,453,55,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
6393,N.D.,N.D.,Pedroni,N.D.,482,391,307,666,666,666,583,666,666,553,266,666,513,500,666,666,666,666,199,459,435,638,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,W;T,Fiorentina,2,5,-3,2,6,-4,9,12,666,3,5.83,5.67,0,0,0,0,0,0,0,1,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.1339999999999997,0.5999999999999999,0,0,0.0,0,0.0,0,N.D.
6394,C,M;C,Muratori,Lecce,625,550,266,7,7,0,427,12,666,392,233,0,114,522,0,0,0,0,281,359,223,120,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,M;C,Lecce,5,6,-1,6,7,-1,23,28,666,34,5.82,5.72,1,0,0,0,0,0,0,13,0,0,C,M;C,Lecce,7,5,2,7,6,1,10,13,666,27,5.85,5.94,1,0,0,0,0,0,1,3,0,0,0.3115033728104262,3.52,17.599999999999998,0,1,0.005,0,0.0015575168640521,0,N.D.
6395,N.D.,N.D.,Morrocco,N.D.,321,67,264,666,666,666,46,666,666,638,475,666,129,58,666,666,666,666,82,156,518,360,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,Pc,Empoli,2,1,1,2,1,1,8,8,666,9,5.72,5.72,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.144,1.7999999999999996,0,0,0.0,0,0.0,0,N.D.
6396,N.D.,N.D.,Vecoli,N.D.,552,422,189,666,666,666,241,666,666,132,71,666,103,177,666,666,666,666,590,550,418,71,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dc,Napoli,1,9,-8,1,9,-8,13,13,666,13,5.81,5.69,0,0,0,0,0,0,0,1,1,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.138,2.6,0,0,0.0,0,0.0,0,N.D.
6398,C,W;A,Gradenigo,Lazio,345,234,277,14,14,0,509,43,666,504,10,0,482,502,0,0,0,0,165,70,413,205,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,A,Lazio,12,12,0,12,12,0,25,25,666,23,6.07,6.46,3,0,0,0,0,0,1,3,0,0,A,W;A,Lazio,13,11,2,13,12,1,31,34,666,37,6.05,6.34,4,0,0,0,0,0,1,5,0,0,0.2683644457354084,3.828,19.399999999999995,1,0,0.855,1,0.2294516011037742,0,Squadra_5_AI
6402,N.D.,N.D.,Ferrata,N.D.,230,284,326,666,666,666,550,666,666,43,188,666,208,256,666,666,666,666,633,477,278,310,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,M;C,Napoli,4,7,-3,4,8,-4,17,20,666,22,5.8,5.68,0,0,0,0,0,0,1,7,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.136,4.4,0,0,0.0,0,0.0,0,N.D.
6403,N.D.,N.D.,Camiscione,N.D.,443,649,139,666,666,666,465,666,666,137,148,666,209,137,666,666,666,666,397,410,448,209,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,P,Por,Fiorentina,1,3,-2,1,3,-2,1,3,666,4,5.5,3.25,0,9,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.6499999999999999,0.7999999999999998,0,0,0.0,0,0.0,0,N.D.
6406,N.D.,N.D.,Abbagnale,N.D.,222,496,521,666,666,666,387,666,666,488,26,666,654,73,666,666,666,666,441,316,101,116,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,P,Por,Lecce,1,1,0,1,1,0,1,1,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
6407,N.D.,N.D.,Anichini,N.D.,159,397,172,666,666,666,75,666,666,615,402,666,135,386,666,666,666,666,388,194,662,99,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dd;Ds;E,Bologna,1,1,0,1,1,0,5,8,666,5,5.9,5.8,0,0,0,0,0,0,0,1,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.16,1.0,0,0,0.0,0,0.0,0,N.D.
6409,A,A,Giannotti,Fiorentina,533,119,48,7,7,0,87,13,666,500,274,0,103,242,0,0,0,0,602,423,22,235,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,Pc,Fiorentina,18,16,2,18,16,2,60,50,666,30,6.12,6.65,6,0,0,1,1,0,1,6,0,0,A,A,Fiorentina,15,11,4,15,11,4,18,18,666,30,5.98,6.42,5,0,0,3,2,1,4,6,0,0,0.3307975946980141,3.8979999999999992,17.999999999999996,1,0,0.78,1,0.258022123864451,0,Squadra_3_AI
6410,C,M;C,Ortolani,Lecce,529,370,207,1,1,0,172,2,666,17,12,0,104,295,0,0,0,0,406,475,28,438,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,M;C,Lecce,3,5,-2,3,6,-3,18,20,666,22,5.82,5.73,0,0,0,0,0,0,0,2,1,0,C,M;C,Lecce,4,1,3,4,1,3,7,10,666,12,5.88,5.83,0,0,0,0,0,0,0,1,0,0,0.4514394265663303,3.4779999999999998,9.199999999999998,0,1,0.005,0,0.0022571971328316,0,N.D.
6411,D,Dc,Ferrazzi,Pisa,652,453,89,4,4,0,656,7,666,19,521,0,275,550,0,0,0,0,159,463,319,25,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dc,Frosinone,1,1,0,1,1,0,1,1,666,3,5.17,5.0,0,0,0,0,0,0,0,1,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0109646051439326,1.0,0.5999999999999999,0,0,0.0,0,0.0,0,N.D.
6417,P,Por,Malenchini,Lazio,179,485,515,1,1,0,247,1,666,471,426,0,485,516,0,0,0,0,315,231,397,444,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,P,Por,Lazio,1,1,0,1,1,0,1,1,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
6418,N.D.,N.D.,Condoleo,N.D.,76,374,168,666,666,666,268,666,666,464,82,666,124,237,666,666,666,666,62,654,73,421,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,Pc,Lecce,1,1,0,1,1,0,2,2,666,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0,A,Pc,Lecce,2,1,1,2,1,1,1,1,666,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0.0,3.3999999999999995,0.5999999999999999,0,0,0.005,0,0.0,0,N.D.
6419,N.D.,N.D.,Satta,N.D.,357,613,622,666,666,666,433,666,666,318,410,666,171,145,666,666,666,666,11,205,236,187,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,A,Lecce,1,1,0,1,1,0,1,1,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
6420,N.D.,N.D.,Cilea,N.D.,429,627,316,666,666,666,433,666,666,521,253,666,91,21,666,666,666,666,407,143,281,276,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,C;T,Roma,2,1,1,2,1,1,1,1,666,2,6.0,6.0,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.1999999999999995,0.3999999999999999,0,0,0.0,0,0.0,0,N.D.
6423,N.D.,N.D.,Grimani,N.D.,259,290,616,666,666,666,592,666,666,369,79,666,292,0,666,666,666,666,657,348,167,636,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,M;C,Salernitana,4,1,3,4,1,3,13,13,666,23,5.72,5.65,0,0,0,0,0,0,0,3,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.13,4.599999999999999,0,0,0.0,0,0.0,0,N.D.
6424,C,M;C,Brunello,Cagliari,474,549,513,3,3,0,217,9,666,614,303,0,238,402,0,0,0,0,124,639,156,93,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,M;C,Cagliari,7,2,5,7,3,4,15,15,666,26,5.92,6.0,1,0,0,0,0,0,1,4,0,0,C,M;C,Cagliari,3,4,-1,3,5,-2,12,15,666,10,5.85,5.8,0,0,0,0,0,0,0,1,0,0,0.2308284909129292,3.519999999999999,9.2,0,0,0.01,0,0.0023082849091292,0,N.D.
6425,N.D.,N.D.,Bragaglia,N.D.,39,101,655,666,666,666,556,666,666,158,408,666,144,452,666,666,666,666,517,644,247,638,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,Pc,Salernitana,4,1,3,4,1,3,14,14,666,23,5.67,5.8,1,0,0,0,0,0,1,2,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.16,4.599999999999999,0,0,0.0,0,0.0,0,N.D.
6426,D,Dd;E,Galtarossa,Torino,192,105,239,4,4,0,172,9,666,87,7,0,600,482,0,0,0,0,633,283,319,14,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dd;E,Sassuolo,3,7,-4,3,7,-4,17,17,666,23,5.72,5.72,0,0,0,0,0,0,2,4,0,0,D,E,Torino,3,6,-3,3,5,-2,9,9,666,23,5.61,5.54,0,0,0,0,0,0,0,3,0,0,0.2824482285077046,3.3599999999999994,13.799999999999995,0,1,0.005,0,0.0014122411425385,0,N.D.
6430,N.D.,N.D.,Parini,N.D.,512,127,311,666,666,666,20,666,666,633,319,666,195,557,666,666,666,666,664,581,87,470,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dc,Frosinone,1,1,0,1,1,0,1,1,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
6431,D,Dd;E,Ziani,Sassuolo,50,342,411,1,1,0,175,3,666,187,569,0,419,97,0,0,0,0,158,123,552,448,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
6432,N.D.,N.D.,Turati,N.D.,303,585,449,666,666,666,493,666,666,537,319,666,67,596,666,666,666,666,621,255,112,380,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dd;Ds;E,Salernitana,6,1,5,6,2,4,8,10,666,12,6.0,6.0,1,0,0,0,0,0,0,6,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.1999999999999995,2.3999999999999995,0,0,0.0,0,0.0,0,N.D.
6433,N.D.,N.D.,Giorgetti,N.D.,378,110,410,666,666,666,374,666,666,215,435,666,7,94,666,666,666,666,127,157,281,462,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dc,Roma,5,1,4,5,1,4,23,23,666,11,5.86,6.05,2,0,0,0,0,0,0,4,0,1,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.2099999999999995,2.2,0,0,0.0,0,0.0,0,N.D.
6434,A,A,Alfieri,Juventus,618,56,400,25,25,0,133,242,666,282,62,0,344,566,0,0,0,0,203,172,655,639,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,A,Juventus,12,1,11,12,1,11,30,30,666,21,6.05,6.29,2,0,0,0,0,0,0,3,0,0,A,A,Juventus,22,15,7,22,16,6,83,83,666,34,6.34,7.01,7,0,0,0,0,0,4,2,1,0,0.2224974224490623,4.061999999999999,17.799999999999997,1,0,0.855,1,0.1902352961939482,0,Squadra_1_AI
6435,A,Pc,Armani,Lecce,209,574,617,20,20,0,451,135,666,31,252,0,255,31,0,0,0,0,382,516,456,448,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,Pc,Lecce,12,11,1,12,11,1,47,47,666,33,5.91,6.3,7,0,0,3,1,2,1,4,1,0,A,Pc,Lecce,20,17,3,20,16,4,107,107,666,37,6.05,6.92,11,0,0,3,2,1,5,6,0,0,0.2782128712925986,4.028,21.4,1,0,0.98,1,0.2726486138667466,1,Squadra_3_AI
6438,N.D.,N.D.,Soderini,N.D.,277,563,133,666,666,666,106,666,666,427,657,666,447,250,666,666,666,666,2,630,155,182,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dd;Dc,Cagliari,2,5,-3,2,5,-3,7,7,666,13,5.5,5.46,0,0,0,0,0,0,0,1,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.092,2.6,0,0,0.0,0,0.0,0,N.D.
6439,N.D.,N.D.,Pellegrini,N.D.,534,325,376,666,666,666,284,666,666,40,178,666,255,444,666,666,666,666,312,331,628,537,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,Pc,Frosinone,18,11,7,18,11,7,42,32,666,31,6.05,6.76,7,0,0,1,1,0,1,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.352,6.199999999999998,0,0,0.01,0,0.0,0,N.D.
6444,D,Dc,Dossetti,Atalanta,51,85,43,2,2,0,389,5,666,162,63,0,484,78,0,0,0,0,150,339,193,100,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dc,Atalanta,2,1,1,2,1,1,1,1,666,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0123148564207581,1.1499999999999997,0.3999999999999999,0,0,0.0,0,0.0,0,N.D.
